Flight_ID,Flight_Number,Flight_Date,Day_of_Week,Airline,Alliance,Origin,Origin_Country,Destination,Destination_Country,Route,Flight_Distance_KM,Route_Category,Aircraft_Type,Aircraft_Capacity,Aircraft_Age_Years,Passengers,Load_Factor,Flight_Hours,Season,Demand_Level,Competition_Index,Weather_Disruption,On_Time_Performance,Delay_Minutes,Average_Ticket_Price,Ticket_Revenue,Ancillary_Revenue,Cargo_Revenue,Total_Revenue,Fuel_Price_Per_Liter,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Profitable,Passenger_Satisfaction_Score,Market_Share_Pct
FL005611,LH6823,2024-07-31,Wednesday,Lufthansa,Star Alliance,FRA,Germany,MUC,Germany,FRA-MUC,300,Medium Haul,Airbus A320,180,5.0,160,0.8915,1.0,Peak,High,7.0,0,99.3,25.0,126.71,20273.33,5273.08,2754.91,28301.32,0.7496374932268293,2111.32,597.18,943.02,6443.32,623.1,1355.54,1270.65,1805.7,138.75,1691.35,2357.52,17524.35,647.51,959.31,38468.62,-10167.3,-35.93,0,,6.9
FL005612,AF2913,2024-10-09,Wednesday,Air France,SkyTeam,CDG,France,FCO,Italy,CDG-FCO,1100,Short Haul,Boeing 737-800,189,16.0,121,0.6411,2.0,Shoulder,Low,7.0,1,83.7,4.0,198.27,23991.15,4447.13,574.25,29012.53,,4257.24,1825.92,1469.33,7049.75,547.52,2379.27,832.2,2940.7,477.33,2252.56,1445.99,12149.21,643.2,686.26,38956.48,-9943.95,-34.27,0,8.0,24.4
FL005613,CX3742,2022-04-02,Saturday,Cathay Pacific,OneWorld,HKG,Hong Kong,SYD,Australia,HKG-SYD,7380,Long Haul,Airbus A380-800,517,18.0,382,0.7401,9.2,Shoulder,Medium,7.0,0,72.7,12.0,579.23,221264.83,9046.61,68362.78,298674.22,0.6968156940972414,78513.72,30234.18,22939.64,64794.73,4845.89,6985.58,20885.25,4970.24,4431.83,13658.08,6440.91,60891.12,12631.87,2654.95,334877.99,-36203.77,-12.12,0,8.0,7.9
FL005614,SQ6577,2022-08-13,Saturday,Singapore Airlines,Star Alliance,SIN,Singapore,JNB,South Africa,SIN-JNB,8540,Long Haul,Airbus A330-300,277,14.0,238,0.8627,10.8,Peak,High,1.0,0,88.3,2.0,1952.18,464618.72,15161.65,72520.2,552300.57,0.5343934516744311,38895.86,21793.13,18059.78,20411.69,1606.14,10091.09,14177.48,3485.41,4517.85,35844.04,2664.54,22508.64,24232.33,1286.09,219574.07,332726.5,60.24,1,8.9,18.4
FL005615,AA6396,2022-10-30,Sunday,American Airlines,OneWorld,JFK,USA,HKG,Hong Kong,JFK-HKG,12990,Long Haul,Boeing 787-9,296,14.0,235,0.7971,16.1,Shoulder,Medium,5.0,0,56.1,10.0,1725.38,405463.29,14891.19,81159.49,501513.97,0.7438903455199994,81214.32,26903.42,26817.08,32942.83,2410.27,7981.26,12541.25,3910.0,6588.0,29159.9,1591.8,21128.14,20574.91,529.85,274293.03,227220.94,45.31,1,8.4,4.3
FL005616,SQ2729,2024-03-19,Tuesday,Singapore Airlines,Star Alliance,SIN,Singapore,PEK,China,SIN-PEK,4480,Medium Haul,Boeing 767-300ER,218,5.0,161,0.742,5.8,Normal,Medium,9.0,0,92.4,7.0,601.82,96893.45,6476.43,3974.86,107344.74,0.7115467997510876,27063.07,8432.38,7910.02,14688.57,1224.73,4723.81,4485.17,2652.1,2054.72,5768.08,1366.88,16594.23,2430.27,921.71,100315.74,7029.0,6.55,1,8.6,16.3
FL005617,BA9056,2024-04-29,Monday,British Airways,OneWorld,LHR,UK,YYZ,Canada,LHR-YYZ,5700,Long Haul,Airbus A380-800,517,3.0,372,0.7204,7.5,Shoulder,Medium,2.0,0,,20.0,699.22,260109.71,31406.22,23074.26,314590.19,0.7884912642519019,68838.19,19062.86,22079.81,62768.03,6078.46,9984.63,20183.37,8631.24,2751.72,25153.22,4349.78,45985.56,13152.87,2498.8,311518.54,3071.65,0.98,1,7.9,32.1
FL005618,LH3603,2022-07-29,Friday,Lufthansa,Star Alliance,FRA,Germany,IST,Turkey,FRA-IST,2220,Medium Haul,Boeing 787-9,296,12.0,265,0.8976,2.9,Peak,High,9.0,0,88.9,2.0,242.28,64204.68,15659.33,16369.8,96233.81,0.6868840421524768,11862.94,5582.3,4895.64,34756.37,2864.74,3676.14,6642.93,3760.57,942.39,4573.17,1971.27,30882.11,1544.5,1053.26,115008.33,-18774.52,-19.51,0,7.3,
FL005619,AA6227,2023-10-16,Monday,American Airlines,OneWorld,JFK,USA,CDG,France,JFK-CDG,5840,Long Haul,Airbus A350-900,325,7.0,214,0.6589,7.9,Shoulder,Medium,1.0,0,86.5,0.0,481.74,103093.01,13829.55,41786.07,158708.63,0.7074673893961474,35278.37,16044.34,11589.84,39020.95,4008.87,6858.99,,4247.02,2630.34,6716.75,2880.8,34474.36,5118.39,1073.14,181649.02,-22940.39,-14.45,0,8.5,69.5
FL005620,QF7096,2022-10-01,Saturday,Qantas,OneWorld,SYD,Australia,LAX,USA,SYD-LAX,12070,Long Haul,Boeing 777-300ER,396,12.0,321,0.8117,14.5,Shoulder,Medium,5.0,0,60.6,15.0,930.19,298590.61,13125.53,31475.46,343191.6,0.94384895988037,126520.09,39499.49,32682.54,55635.99,4794.36,6956.84,18285.75,6185.0,6273.6,16439.49,4780.4,19927.29,12638.83,2125.73,352745.4,-9553.8,-2.78,0,7.5,27.7
FL005621,EK3879,2022-09-17,Saturday,Emirates,Non-Aligned,DXB,UAE,BKK,Thailand,DXB-BKK,4900,Medium Haul,Airbus A330-300,277,7.0,218,0.7891,6.4,Shoulder,Medium,4.0,0,66.5,22.0,689.52,150314.49,4931.94,23198.82,178445.25,0.7047529800544512,29362.44,12036.66,10570.34,18950.93,1525.54,4280.45,6213.98,5951.06,3039.08,10649.24,2968.04,19409.56,6422.96,724.29,132104.57,46340.68,25.97,1,8.2,4.1
FL005622,SQ5322,2023-03-31,Friday,Singapore Airlines,Star Alliance,SIN,Singapore,DXB,UAE,SIN-DXB,5840,Long Haul,Airbus A350-900,325,12.0,225,0.6942,7.5,Normal,Medium,5.0,0,93.3,4.0,434.75,97817.83,13087.52,40719.94,151625.29,0.6868564948331723,33241.95,16434.51,14005.5,43909.46,4157.12,7302.81,,4416.6,3529.69,9279.34,3476.32,39050.73,3396.1,457.92,195430.99,-43805.7,-28.89,0,8.2,17.5
FL005623,AF1414,2022-04-23,Saturday,Air France,SkyTeam,CDG,France,LOS,Nigeria,CDG-LOS,5010,Long Haul,Boeing 787-9,296,8.0,244,0.8275,6.8,Shoulder,Medium,5.0,0,,50.0,,85888.42,18977.06,48635.63,153501.11,,34595.76,10583.52,11428.55,36112.13,2627.3,7006.71,13050.08,5569.74,2751.74,7301.21,1765.93,36698.08,3457.9,1042.31,173990.96,-20489.85,-13.35,0,8.4,21.9
FL005624,EK9977,2024-07-21,Sunday,Emirates,Non-Aligned,DXB,UAE,BOM,India,DXB-BOM,1940,Medium Haul,Airbus A321,220,8.0,179,0.8166,3.0,Peak,Medium,7.0,0,73.4,0.0,383.27,68606.2,7775.55,14566.26,90948.01,0.8353718227623745,7347.8,2300.66,2589.34,8810.64,778.58,4698.87,4174.53,3671.47,1021.84,6205.52,1039.16,20731.68,3217.75,934.7,67522.54,23425.47,25.76,1,8.3,19.6
FL005625,DL7273,2022-08-04,Thursday,Delta Air Lines,SkyTeam,ATL,USA,ORD,USA,ATL-ORD,1140,Short Haul,Airbus A320,180,5.0,165,0.9217,2.1,Peak,High,1.0,0,,0.0,422.64,69735.19,6651.58,2106.62,78493.39,0.7252680039805206,3851.58,1484.62,1634.43,7189.75,505.0,1783.63,1262.73,2415.15,600.11,4735.11,1912.72,19837.42,2498.98,882.99,50594.22,27899.17,35.54,1,9.3,
FL005626,AA1096,2024-12-22,Sunday,American Airlines,OneWorld,JFK,USA,LHR,UK,JFK-LHR,5540,Long Haul,Boeing 777-300ER,396,15.0,358,0.9045,7.7,Peak,High,8.0,0,90.2,15.0,713.31,255364.82,29326.0,74513.97,359204.79,0.7246630097972354,52436.43,19937.68,15500.34,51541.38,4591.27,6651.35,19385.39,5295.73,2569.77,19521.82,3203.36,29168.7,10939.38,1482.01,242224.61,116980.18,32.57,1,8.3,15.3
FL005627,BA1016,2023-09-27,Wednesday,British Airways,OneWorld,LHR,UK,BKK,Thailand,LHR-BKK,9560,Long Haul,Boeing 787-9,296,20.0,248,0.841,11.8,Shoulder,Medium,4.0,0,70.9,,770.9,191183.01,15634.22,51652.46,258469.69,0.6550046723184306,44907.56,24136.97,18037.89,33755.02,2937.37,6916.9,14049.65,4884.98,4253.43,12146.18,2852.45,34193.8,6930.83,611.75,210614.78,47854.91,18.51,1,8.7,6.9
FL005628,SQ8467,2022-07-28,Thursday,Singapore Airlines,Star Alliance,SIN,Singapore,LHR,UK,SIN-LHR,10840,Long Haul,Boeing 787-9,296,6.0,252,0.8515,13.6,Peak,High,5.0,0,92.9,0.0,1381.77,348206.87,17462.87,78483.63,444153.37,0.6613675894393015,57634.23,20573.44,24717.43,33672.56,2578.19,8968.51,,5403.53,4331.31,33274.28,3918.91,25948.77,10420.02,1423.84,249184.51,194968.86,43.9,1,8.5,9.1
FL005629,AF8114,2023-01-05,Thursday,Air France,SkyTeam,CDG,France,FCO,Italy,CDG-FCO,1100,Short Haul,Airbus A320,180,1.0,134,0.7456,2.3,Low,Medium,9.0,0,75.7,10.0,153.01,20503.11,7842.6,581.12,28926.83,0.7432259150091228,4527.92,1372.12,2031.24,7118.74,541.6,2181.32,1159.15,3024.3,546.08,1029.94,1422.21,18812.71,631.59,726.26,45125.18,-16198.35,-56.0,0,8.9,3.0
FL005630,EK7572,2024-08-04,Sunday,Emirates,Non-Aligned,DXB,UAE,MAD,Spain,DXB-MAD,5850,Long Haul,Airbus A350-900,325,4.0,325,1.06,7.6,Peak,High,2.0,0,89.4,53.0,750.45,243897.24,16430.85,38968.63,299296.72,0.6933647744780523,30566.98,12618.7,13673.64,41996.38,3757.92,8593.66,16452.25,,2934.07,18737.63,5572.44,26076.01,8558.97,1276.88,196906.68,102390.04,34.21,1,8.9,11.9
FL005631,EK9555,2023-06-30,Friday,Emirates,Non-Aligned,DXB,UAE,JFK,USA,DXB-JFK,11000,Long Haul,Boeing 777-300ER,396,,375,0.9478,14.0,Peak,High,1.0,0,58.8,0.0,2120.72,795271.43,24073.39,41184.02,860528.84,0.9107071381771844,116927.21,30288.05,27986.4,52381.33,3904.55,6885.89,21936.76,8770.61,5853.04,75273.6,4196.84,49003.53,42538.5,1579.7,447526.01,413002.83,47.99,1,8.4,28.3
FL005632,BA6847,2022-04-26,Tuesday,British Airways,OneWorld,LHR,UK,GRU,Brazil,LHR-GRU,9460,Long Haul,Boeing 777-300ER,396,15.0,244,0.6166,11.8,Shoulder,Low,8.0,0,81.1,10.0,746.66,182184.6,10890.34,40438.4,233513.34,0.7447751616093329,72568.91,27959.86,23610.49,54563.04,3821.57,7895.69,15418.43,3819.7,4722.91,17364.58,3929.59,27589.68,4637.1,758.82,268660.37,-35147.03,-15.05,0,8.7,3.9
FL005633,AA3356,2022-12-03,Saturday,American Airlines,OneWorld,JFK,USA,LHR,UK,JFK-LHR,5540,Long Haul,Boeing 777-300ER,396,16.0,330,0.8339,7.3,Peak,Medium,4.0,0,63.9,-21.0,1046.18,345238.26,11017.48,36399.71,392655.45,0.6458827270539141,40295.26,20661.37,15928.48,53158.8,4519.67,5908.91,20023.18,5881.12,2354.58,33129.84,3010.86,27698.82,11288.52,1061.34,244920.75,147734.7,37.62,1,8.0,4.8
FL005634,EK5306,2022-09-14,Wednesday,Emirates,Non-Aligned,DXB,UAE,CAI,Egypt,DXB-CAI,2410,Medium Haul,Boeing 787-9,296,12.0,256,0.8677,3.3,Shoulder,High,9.0,0,88.5,0.0,298.51,76419.15,8048.97,9907.42,94375.54,0.6712058842269911,12544.41,6840.08,4917.83,33079.99,2806.78,5434.9,5783.39,4840.16,1354.12,4830.52,2252.96,23261.74,2289.23,1221.15,111457.26,-17081.72,-18.1,0,8.5,19.0
FL005635,QF6311,2023-07-31,Monday,Qantas,OneWorld,SYD,Australia,FRA,Germany,SYD-FRA,16530,Long Haul,Airbus A350-900,325,9.0,298,0.9197,20.3,Peak,High,2.0,0,91.3,0.0,2870.15,855304.11,17219.64,,951422.3,0.7440766603030092,97496.51,36457.79,33294.76,44054.96,3784.35,9233.0,17234.19,5384.48,8029.75,54627.87,4472.4,27748.55,18464.53,1169.84,361452.98,589969.32,62.01,1,8.4,46.9
FL005636,AA1977,2024-08-17,Saturday,American Airlines,OneWorld,JFK,USA,LAX,USA,JFK-LAX,3980,Medium Haul,Boeing 767-300ER,218,21.0,167,0.7665,5.4,Peak,Medium,5.0,0,69.9,3.0,,164510.8,4696.05,18066.75,187273.6,0.700715455354279,20817.38,10586.73,8277.47,15460.56,1334.53,4166.27,4179.36,,1770.9,10478.02,1533.12,16737.4,7128.81,725.69,105674.03,81599.57,43.57,1,,12.7
FL005637,TK3798,2022-06-19,Sunday,Turkish Airlines,Star Alliance,IST,Turkey,DEL,India,IST-DEL,5070,Long Haul,Boeing 777-300ER,396,16.0,358,0.9055,6.7,Peak,High,2.0,0,73.8,0.0,1104.38,395367.31,14272.53,70002.1,479641.94,0.6780822994302133,38085.57,16005.62,13999.29,53337.79,4820.73,7658.98,18508.6,8510.82,2619.78,34403.88,5325.54,32225.67,17371.75,1632.75,254506.77,225135.17,46.94,1,8.4,26.9
FL005638,EK8194,2022-08-28,Sunday,Emirates,Non-Aligned,DXB,UAE,MCT,Oman,DXB-MCT,390,Medium Haul,Boeing 737-800,189,4.0,145,0.7712,1.4,Peak,Medium,5.0,0,87.7,13.0,98.39,14265.97,11199.78,2361.04,27826.79,0.7655244593292116,3025.57,1099.82,1056.99,7637.37,603.71,2172.26,1019.94,2562.86,147.41,989.94,2401.53,21987.57,632.74,303.66,45641.37,-17814.58,-64.02,0,8.0,8.5
FL005639,LH2028,2023-06-12,Monday,Lufthansa,Star Alliance,FRA,Germany,YYZ,Canada,FRA-YYZ,6540,Long Haul,Airbus A330-300,277,17.0,254,0.9178,8.7,Peak,High,5.0,0,91.4,13.0,978.73,248597.89,18636.08,43828.87,311062.84,0.7511521237820782,49086.73,16513.63,15956.21,20157.52,1708.8,10221.85,15144.11,5478.91,3635.37,15717.64,3609.48,33120.86,5275.71,953.31,196580.13,114482.71,36.8,1,8.6,8.5
FL005640,SQ5138,2024-09-23,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,JNB,South Africa,SIN-JNB,8540,Long Haul,Boeing 777-300ER,396,15.0,350,0.8858,10.9,Shoulder,High,4.0,0,67.4,0.0,808.91,283118.66,16152.66,51736.96,351008.28,0.7467316492231292,70171.21,26630.35,20710.88,53464.38,3315.52,7998.09,20157.16,4589.04,3605.36,14745.99,4540.94,39808.36,16074.18,1803.39,287614.85,63393.43,18.06,1,8.9,11.3
FL005641,BA1962,2023-01-12,Thursday,British Airways,OneWorld,LHR,UK,DEL,India,LHR-DEL,6720,Long Haul,Airbus A350-900,325,5.0,169,0.5217,8.8,Low,Low,7.0,0,58.6,11.0,483.76,81755.28,9316.23,36218.37,127289.88,0.6927471642268873,33533.92,15110.64,13232.98,36267.65,3694.11,6545.66,8993.42,2953.58,3368.95,5702.62,1158.7,32210.03,2711.11,515.0,165998.37,-38708.49,-30.41,0,8.1,9.0
FL005642,BA6350,2024-04-27,Saturday,British Airways,OneWorld,LHR,UK,HKG,Hong Kong,LHR-HKG,9640,Long Haul,Boeing 777-300ER,396,11.0,243,0.6141,12.0,Shoulder,Low,9.0,0,95.8,81.0,771.22,187405.38,,66367.46,260050.77,0.4995756035644078,51890.95,30098.09,28709.03,54261.16,4383.52,9727.95,13379.17,6078.26,3910.51,10522.19,1326.59,34779.02,7033.06,1681.71,257781.21,2269.56,0.87,1,8.0,18.4
FL005643,QF5875,2024-02-25,Sunday,Qantas,OneWorld,SYD,Australia,HKG,Hong Kong,SYD-HKG,7380,Long Haul,Airbus A330-300,277,3.0,177,0.642,9.4,Low,Low,4.0,0,76.8,44.0,446.05,78950.12,7965.48,56096.94,143012.54,0.7478468998912654,45577.58,15240.82,16218.7,19787.02,1829.2,8869.33,9749.7,2120.67,3658.14,4318.93,3010.02,33715.75,1721.0,888.18,166705.04,-23692.5,-16.57,0,7.7,24.8
FL005644,BA7586,2024-09-29,Sunday,British Airways,OneWorld,LHR,UK,JNB,South Africa,LHR-JNB,9080,Long Haul,Airbus A350-900,325,5.0,262,0.8068,11.4,Shoulder,Medium,1.0,0,84.3,33.0,908.76,238095.29,20155.02,35710.06,293960.37,0.7088968053045697,55117.92,19586.46,17483.57,41940.26,3463.23,12091.01,15188.96,3510.38,4434.61,18509.34,2531.5,17705.54,8665.45,730.4,220958.63,73001.74,24.83,1,8.3,75.8
FL005645,BA3518,2022-02-16,Wednesday,British Airways,OneWorld,LHR,UK,MAN,UK,LHR-MAN,280,Short Haul,Boeing 737-800,189,3.0,143,0.758,1.2,Low,Medium,3.0,0,72.8,33.0,45.0,6435.0,3698.88,3306.53,13440.41,0.8659117789952456,2956.59,790.33,1120.43,7646.02,667.9,2066.61,1086.58,2021.92,140.06,423.7,805.55,23299.21,134.18,474.16,43633.24,-30192.83,-224.64,0,,12.5
FL005646,BA8901,2024-01-03,Wednesday,British Airways,OneWorld,LHR,UK,MUC,Germany,LHR-MUC,920,Short Haul,Boeing 737-800,189,18.0,151,0.8001,2.2,Low,Medium,1.0,0,91.8,0.0,275.01,41526.84,3385.85,2092.23,47004.92,0.6191210361124708,3936.55,1972.16,2087.37,7782.29,569.62,2190.18,1212.43,1479.19,488.87,2751.29,1799.27,19145.93,2484.1,724.02,48623.27,-1618.35,-3.44,0,8.6,57.0
FL005647,DL3421,2023-04-01,Saturday,Delta Air Lines,SkyTeam,ATL,USA,DFW,USA,ATL-DFW,1140,Short Haul,Boeing 737-800,189,2.0,141,0.7511,2.1,Shoulder,Medium,,0,84.0,,342.24,48255.68,3653.03,2058.44,53967.15,0.57893518718346,3488.82,1416.27,1966.06,7110.83,742.89,1611.34,1142.18,2206.8,571.63,3955.87,2347.64,12640.61,2519.19,719.6,42439.73,11527.42,21.36,1,,30.0
FL005648,EK8016,2023-08-16,Wednesday,Emirates,Non-Aligned,DXB,UAE,BOM,India,DXB-BOM,1940,Medium Haul,Airbus A330-300,277,20.0,220,0.7963,3.0,Peak,Medium,6.0,1,74.4,0.0,254.04,55888.03,6642.11,14261.6,76791.74,0.7290061936600044,14346.21,6251.11,5075.79,19343.55,1455.63,5242.66,5509.64,4935.47,839.66,5134.37,3814.0,17306.08,2562.44,877.14,92693.75,-15902.01,-20.71,0,8.4,15.0
FL005649,EK4298,2024-02-14,Wednesday,Emirates,Non-Aligned,DXB,UAE,BLR,India,DXB-BLR,2470,Medium Haul,Airbus A321,220,7.0,150,0.6828,3.6,Low,Medium,2.0,0,86.8,8.0,383.44,57515.34,7012.83,6504.34,71032.51,0.6357546662481294,7326.0,3409.28,3183.31,9732.25,690.16,3583.92,3575.66,3306.29,1327.88,5699.73,794.5,12999.21,2139.07,545.14,58312.4,12720.11,17.91,1,8.9,49.7
FL005650,AA5976,2022-10-18,Tuesday,American Airlines,OneWorld,JFK,USA,FCO,Italy,JFK-FCO,6890,Long Haul,Boeing 777-300ER,396,18.0,301,0.7612,8.8,Shoulder,Medium,7.0,0,58.8,7.0,783.06,235701.71,11074.76,56626.91,303403.38,0.6598267072560182,50048.8,23595.53,16471.06,52522.45,5360.37,8846.76,,6357.25,3610.63,16283.46,5172.1,28368.86,8530.72,2057.83,243489.77,59913.61,19.75,1,8.8,20.3
FL005651,BA2267,2024-01-10,Wednesday,British Airways,OneWorld,LHR,UK,JNB,South Africa,LHR-JNB,9080,Long Haul,Boeing 777-300ER,396,,241,0.611,11.5,Low,Low,1.0,0,73.8,0.0,464.22,111875.94,6431.96,38558.97,156866.87,0.7354680721465279,77537.36,38588.88,25379.98,48643.83,4477.71,9812.62,12975.3,3376.37,5170.28,8356.61,2275.52,45763.47,3138.67,985.51,286482.11,-129615.24,-82.63,0,8.6,24.0
FL005652,LH8207,2022-07-19,Tuesday,Lufthansa,Star Alliance,FRA,Germany,SFO,USA,FRA-SFO,9340,Long Haul,Boeing 777-300ER,396,9.0,298,0.7538,11.9,Peak,Medium,8.0,0,89.3,8.0,1160.81,345922.02,16074.68,14571.63,376568.33,0.7442455160450445,79528.37,27369.74,22589.61,54011.07,4787.68,6999.76,16582.88,3679.45,4690.26,22217.87,2519.83,22448.56,8941.6,1312.51,277679.19,98889.14,26.26,1,8.8,12.9
FL005653,CX8073,2022-08-08,Monday,Cathay Pacific,OneWorld,HKG,Hong Kong,YVR,Canada,HKG-YVR,10070,Long Haul,Boeing 787-9,296,4.0,263,0.8915,12.8,Peak,High,7.0,0,85.8,0.0,,347734.55,11303.31,26008.16,385046.02,0.5881915796976956,48985.04,19841.21,21721.84,33119.1,2911.84,7847.62,14813.5,4950.73,5928.1,22294.85,3376.84,31895.56,14412.41,970.27,233068.91,151977.11,39.47,1,9.3,
FL005654,CX7963,2022-04-08,Friday,Cathay Pacific,OneWorld,HKG,Hong Kong,BKK,Thailand,HKG-BKK,1720,Medium Haul,Boeing 787-9,296,16.0,236,0.7998,2.5,Shoulder,Medium,3.0,0,90.1,11.0,210.43,49661.32,9909.07,7398.04,66968.43,0.813821095824273,14350.15,4950.1,4180.57,31350.86,3135.94,5017.68,5578.98,4392.17,1031.72,3418.51,1405.37,17239.93,2186.25,1261.52,99499.75,-32531.32,-48.58,0,8.2,26.5
FL005655,TK2665,2022-09-20,Tuesday,Turkish Airlines,Star Alliance,IST,Turkey,ACC,Ghana,IST-ACC,5380,Long Haul,Airbus A350-900,325,20.0,268,0.8262,6.7,Shoulder,Medium,3.0,0,77.1,49.0,,164405.31,16541.08,38810.89,219757.28,0.6911433240786423,27566.37,13194.18,12049.54,39411.02,3649.3,7423.89,13895.2,5771.11,3135.1,14500.44,3321.36,30289.28,4113.9,1796.74,180117.43,39639.85,18.04,1,7.7,
FL005656,EK2687,2024-11-14,Thursday,Emirates,Non-Aligned,DXB,UAE,CAI,Egypt,DXB-CAI,2410,Medium Haul,Airbus A330-300,277,9.0,198,0.7157,3.6,Normal,Medium,9.0,0,72.7,0.0,254.31,50354.37,4928.71,8760.59,64043.67,0.8531449595281112,20468.57,6402.75,5724.81,19463.47,1740.86,5237.8,5109.35,5282.91,915.01,3048.91,1825.87,29334.23,2389.25,1117.29,108061.08,-44017.41,-68.73,0,8.8,3.0
FL005657,CX9119,2024-07-20,Saturday,Cathay Pacific,OneWorld,HKG,Hong Kong,JFK,USA,HKG-JFK,12990,Long Haul,Airbus A330-300,277,17.0,247,0.8949,15.9,Peak,High,3.0,0,77.8,15.0,2999.08,740773.08,14207.89,46796.47,801777.44,0.8978171853422166,101317.12,38077.63,25291.31,19259.1,1923.33,8728.7,14622.81,6767.94,7031.48,68643.84,1651.95,32449.02,24592.03,1434.74,351791.0,449986.44,56.12,1,7.4,33.7
FL005658,AF1013,2022-06-10,Friday,Air France,SkyTeam,CDG,France,LOS,Nigeria,CDG-LOS,5010,Long Haul,Airbus A350-900,325,3.0,272,0.8397,6.6,Peak,Medium,2.0,0,90.9,4.0,722.47,196510.59,20404.18,27242.86,244157.63,0.7869857220432811,35502.91,9171.64,10781.66,48289.41,3207.05,8962.87,16832.32,5263.58,2361.39,12199.88,4174.51,33627.09,6013.63,1435.93,197823.87,46333.76,18.98,1,8.5,22.2
FL005659,DL6442,2022-05-02,Monday,Delta Air Lines,SkyTeam,ATL,USA,IST,Turkey,ATL-IST,9440,Long Haul,Boeing 787-9,296,21.0,253,0.8554,11.6,Shoulder,High,2.0,0,82.1,0.0,724.25,183234.51,10912.32,68838.39,262985.22,0.7297582999966638,54298.93,25539.53,20320.11,34180.67,2611.84,9414.58,14754.22,3251.89,4756.76,10414.85,4322.97,29759.89,5530.79,1391.62,220548.65,42436.57,16.14,1,8.2,16.9
FL005660,CX2066,2022-07-19,Tuesday,Cathay Pacific,OneWorld,HKG,Hong Kong,LAX,USA,HKG-LAX,11650,Long Haul,Boeing 777-300ER,396,17.0,334,0.8457,14.6,Peak,Medium,5.0,0,91.1,3.0,1868.05,623928.31,21435.43,,699584.6,,88033.93,46025.05,31332.89,55304.9,3850.24,7909.85,19675.97,4486.51,5743.59,33123.29,5895.93,43550.01,25762.61,1552.07,372246.84,327337.76,46.79,1,8.0,23.2
FL005661,DL8958,2022-03-29,Tuesday,Delta Air Lines,SkyTeam,ATL,USA,MEX,Mexico,ATL-MEX,2450,Medium Haul,Airbus A330-300,277,,187,0.6775,3.6,Normal,Medium,7.0,0,72.0,0.0,483.61,90435.91,12916.42,,107312.03,0.6764019632491398,18481.21,8041.18,5875.4,20713.07,1486.44,5245.96,4717.33,2639.81,970.1,5880.6,3136.99,17787.23,3495.89,1074.15,99545.36,7766.67,7.24,1,8.9,3.4
FL005662,AA8814,2024-05-29,Wednesday,American Airlines,OneWorld,JFK,USA,FCO,Italy,JFK-FCO,6890,Long Haul,Boeing 777-300ER,396,18.0,242,0.6121,8.8,Shoulder,Low,9.0,0,92.4,10.0,330.3,79931.48,14814.16,29378.08,124123.72,0.7115946027775448,58747.93,22907.54,19252.83,50893.13,4255.93,8073.05,12828.21,5302.61,4251.36,4540.21,1877.71,29274.97,4296.99,836.48,227338.95,-103215.23,-83.16,0,8.2,19.0
FL005663,AF6604,2023-06-29,Thursday,Air France,SkyTeam,CDG,France,MAD,Spain,CDG-MAD,1060,Short Haul,Boeing 737-800,189,8.0,155,0.8213,2.0,Peak,Medium,3.0,0,85.8,34.0,381.5,59133.24,12829.8,3455.15,75418.19,0.9685099516283936,5534.03,1736.66,1968.2,7530.06,633.93,1832.79,1161.14,2242.99,576.18,3813.47,1970.25,23410.89,2282.47,359.87,55052.93,20365.26,27.0,1,7.8,22.3
FL005664,EK6875,2023-09-19,Tuesday,Emirates,Non-Aligned,DXB,UAE,AMS,Netherlands,DXB-AMS,5100,Long Haul,Airbus A350-900,325,16.0,218,0.6716,6.5,Shoulder,Medium,5.0,0,78.6,0.0,535.99,116846.67,14454.63,26966.24,158267.54,0.644113892426819,24861.55,13530.47,10729.92,43377.35,3908.52,10115.77,11209.33,3479.12,2329.42,11555.02,2814.8,34593.77,4659.32,740.71,177905.07,-19637.53,-12.41,0,7.7,4.9
FL005665,DL4160,2023-06-06,Tuesday,Delta Air Lines,SkyTeam,ATL,USA,DFW,USA,ATL-DFW,1140,Short Haul,Airbus A320,180,7.0,170,0.9446,1.9,Peak,High,1.0,0,79.4,0.0,430.56,73195.03,,590.66,79221.0,0.6792349432997806,3444.71,1410.96,1443.08,7356.02,646.04,1581.06,1429.85,2698.3,664.08,4423.42,1892.64,11108.36,1574.93,620.13,40293.58,38927.42,49.14,1,,13.9
FL005666,AF2554,2024-09-20,Friday,Air France,SkyTeam,CDG,France,JNB,South Africa,CDG-JNB,9090,Long Haul,Boeing 787-9,296,7.0,232,0.7854,11.3,Shoulder,Medium,4.0,0,55.0,25.0,768.8,178362.7,17707.16,57321.45,253391.31,,53825.45,16383.04,17348.65,31494.87,3085.44,7097.41,13150.57,3292.04,4105.95,17633.16,1914.33,24096.24,9783.04,545.11,203755.3,49636.01,19.59,1,8.8,22.8
